Post_ID,Actor_Name,Post_Format,BERTopic,functional_genre,blindspot,comment_avail,n_comments_scraped,eng_rate,pca1,pca2,pca3,pca1_bin,pca2_bin,pca3_bin,commemoration_day,live_series,hiring,pure_info
DWatI5sjiv8,Ongava Game Reserve,Image,2,ecotourism_aesthetic,True,False,0,0.003076,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DXbe6nYCnwx,Namibia Nature Foundation,Image,20,commemoration_awareness,False,False,1,0.007361,-1.1294589996076734,3.2163801286587113,0.17510728997334027,lo,hi,mid,False,False,False,False
DWlb0sNDFI2,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,0,0.013436,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DW3daffjCif,Elephant Human Relations Aid,Carousel,1,ecotourism_aesthetic,False,True,6,0.021719,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXoz26sjP1a,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,5,0.013528,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DWtKKg3jMKm,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,1,0.013252,1.4482140605358471,0.5670036682920638,0.09343324083828944,hi,hi,mid,False,False,False,False
DXWhPTbE16s,Namibia Nature Foundation,Image,-1,outlier_atypical,False,False,0,0.001982,-0.8134049690246861,3.2852668586623506,-1.884060995648022,lo,hi,lo,False,False,False,False
DUi-O5xmKYK,N/a'an ku se Foundation,Carousel,0,coexistence_community_livelihoods,False,True,3,0.010113,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DWODCFVDkCp,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,True,False,0,0.005009,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DXTqzuxjCXj,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,7,0.009663,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,True
DXgjOMjoc5M,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,True,15,0.036904,-0.29032409961726074,0.5779097633041647,-1.2015154367608618,mid,hi,lo,False,False,False,False
DUqspAglZWX,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.007686,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DV_Pa2ujuyN,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,1,0.011775,-1.263127025957358,-0.6696118068153981,-0.9475807854836272,lo,mid,lo,False,False,False,False
DW3IxVCjip9,Ongava Game Reserve,Image,2,ecotourism_aesthetic,False,False,0,0.00413,0.4174769340216728,0.779524003072882,0.34162687652604884,hi,hi,mid,False,False,False,False
DU0pr3KjK2K,N/a'an ku se Foundation,Video,7,education_youth,False,False,1,0.004551,-1.5666386414122733,-0.9166324508733482,4.175941591078699,lo,lo,hi,False,False,False,False
DUv9CdXiIPB,N/a'an ku se Foundation,Carousel,-1,outlier_atypical,False,False,1,0.006304,1.0222012037543913,-0.17356891351157305,1.1911379197862408,hi,mid,hi,False,False,False,False
DUk1QjjDDWR,N/a'an ku se Foundation,Video,7,education_youth,False,True,10,0.019282,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DUoHy9SjDWf,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,False,2,0.010619,3.047098591702531,1.2355439471584972,-0.1254501582800452,hi,hi,mid,False,False,False,False
DXbqi4PDIfu,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.011228,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DWp8LUSDnGz,Ongava Game Reserve,Image,2,ecotourism_aesthetic,True,False,0,0.002548,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWyTxceDHN1,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,4,0.015829,2.1542321707439602,0.17189239704461579,-0.15690426661882792,hi,mid,mid,False,False,False,False
DU81AbnCf5j,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.006809,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DU_MJCCghr8,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001146,1.8561146699700983,1.5545640463593218,0.9771607977230242,hi,hi,hi,False,True,False,False
DU0kTVJiYGd,N/a'an ku se Foundation,Carousel,7,education_youth,False,False,0,0.004214,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DU8KNrLDLWc,N/a'an ku se Foundation,Video,7,education_youth,False,False,0,0.002933,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DRDKx7WjEV0,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,5,0.021677,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DVZ3LZRElaC,Cheetah Conservation Fund,Carousel,-1,outlier_atypical,False,True,9,0.011458,-0.824069091170754,-0.9078576772829383,-0.869750517783438,lo,lo,lo,False,True,False,False
DVXZSXLDLb0,Cheetah Conservation Fund,Video,28,org_update_identity,False,True,7,0.002701,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVoFl_YDezG,Cheetah Conservation Fund,Video,28,org_update_identity,False,True,7,0.005332,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DVghGJuDbWD,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,3,0.003937,0.4506583175675173,-0.34977275146464826,-0.05783644498023411,hi,mid,mid,True,False,False,False
DVeHLEsEZn4,Cheetah Conservation Fund,Video,-1,outlier_atypical,False,False,2,0.001077,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DVteIrHkpr9,Cheetah Conservation Fund,Carousel,18,rescue_intervention,False,True,9,0.01762,3.047098591702531,1.2355439471584972,-0.1254501582800452,hi,hi,mid,False,False,False,False
DQ2L-kBgaVr,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,8,0.013353,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DQ96W0vD9A5,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,10,0.011791,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DVqtQN1Deaf,Cheetah Conservation Fund,Carousel,28,org_update_identity,False,True,4,0.00459,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVe15yLj6YW,Cheetah Conservation Fund,Carousel,18,rescue_intervention,False,True,15,0.056814,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,True
DRVFd6ziFlp,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,0,0.008046,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DRaPEBQjOK7,Giraffe Conservation Foundation,Image,23,education_youth,False,False,1,0.001391,-0.46075700294828953,-0.17324548963247133,1.4477086335172396,mid,mid,hi,False,False,False,False
DRIGtULDGKm,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,13,0.019302,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DXWaGU2DI8-,Elephant Human Relations Aid,Carousel,-1,outlier_atypical,False,True,10,0.037548,2.014592937562672,3.241378946669066,1.213641697461854,hi,hi,hi,False,False,False,False
DVRbbXIiHaN,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001618,1.6187186515647825,0.4794396211872632,1.2657588724127355,hi,hi,hi,False,True,False,True
DV8V_PjFMlT,Ongava Game Reserve,Video,0,coexistence_community_livelihoods,False,False,0,0.006503,1.4548083243546293,0.26248450371911425,1.442139024018964,hi,mid,hi,False,False,False,False
DVgPtlCDbl3,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,True,False,0,0.005975,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVSdPEfDGlm,Cheetah Conservation Fund,Video,28,org_update_identity,False,True,3,0.001836,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DVTW8GMjZim,Ongava Game Reserve,Image,2,ecotourism_aesthetic,False,False,0,0.003163,0.1800809156163576,-0.2956004220991762,0.6302249512157605,mid,mid,hi,False,False,False,False
DQpT_FHjeeA,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,1,0.004173,1.5349751645589438,-0.39766540383185156,-0.6487661563935375,hi,mid,lo,False,False,False,False
DVmWaukkpqC,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,0,0.003954,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVo7FqKjnUw,Ongava Game Reserve,Image,2,ecotourism_aesthetic,True,False,0,0.004306,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DQr4xc2jBxf,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,0,0.004194,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DVbLx5hjV9r,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.004745,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DV8bdWGGfP1,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,1,0.009203,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,True
DVdps8pDG1E,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.076109,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DV3ir46kge2,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.017026,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DVHpOKMj7dH,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,7,0.010222,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DWRTGNGlQCt,Ongava Game Reserve,Video,-1,outlier_atypical,False,False,0,0.006503,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DVLlSpkFEpk,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,2,0.009227,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWGywKJiuW1,Namibia Nature Foundation,Carousel,27,research_dispatch,False,False,1,0.017554,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DWgSNwADO1W,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,2,0.009203,2.4766207655466883,2.075662414822509,-0.09680351848622652,hi,hi,mid,False,False,False,False
DUtUiVNjyqn,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,5,0.002684,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,True
DVnOjbSjT6J,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.005185,-0.3903969105394846,0.5445180455648361,0.6588715910095791,mid,hi,hi,False,False,False,False
DVyb81qEv7Z,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,3,0.020155,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DWQ_vNvDHIN,Elephant Human Relations Aid,Image,16,education_youth,False,True,5,0.015277,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DVGseIDDyuy,Cheetah Conservation Fund,Carousel,23,education_youth,False,False,1,0.002189,-0.24623118868936095,1.1044720690885217,0.1499314511676433,mid,hi,mid,False,False,False,False
DWMOLvjI0E1,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,True,4,0.015093,1.4482140605358471,0.5670036682920638,0.09343324083828944,hi,hi,mid,False,False,False,False
DViwwfADNh2,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,1,0.016842,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,True
DVPx65yjFAk,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,15,0.021363,3.047098591702531,1.2355439471584972,-0.1254501582800452,hi,hi,mid,False,False,False,False
DWHAQoDDCFJ,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,True,3,0.012332,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DU--e3nDTLy,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,11,0.010505,2.9092278861469265,2.511715832053196,0.15419758574649686,hi,hi,mid,False,False,False,False
DWYj25RjKBe,Elephant Human Relations Aid,Carousel,2,ecotourism_aesthetic,False,True,4,0.026413,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DUwbUUNj_NO,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,4,0.008139,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DWOp8pRgrY-,Namibia Nature Foundation,Carousel,10,coexistence_community_livelihoods,False,False,0,0.007078,-1.097610726550391,0.04244941092176255,-0.9603500766052672,lo,mid,lo,False,False,False,False
DVKnOCFkeoh,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,7,0.013365,1.2018933568084165,1.517577489004219,-0.9087175912894303,hi,hi,lo,False,False,False,False
DWI1jSjCECU,Namibia Nature Foundation,Video,11,org_update_identity,False,False,0,0.019253,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DVRh1txjwyW,Cheetah Conservation Fund,Video,28,org_update_identity,False,True,8,0.002048,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DWlx5zxDR9z,Namibia Nature Foundation,Video,-1,outlier_atypical,False,False,0,0.005379,-1.689243612815716,0.23748568570876022,0.4036046165304505,lo,mid,hi,False,False,False,False
DWW2_T3iBZt,Ministry of Environment Forestry & Tourism,Video,30,policy_governance,False,False,2,0.008432,-1.4605379038838529,1.571495882710671,-0.8372849175311489,lo,hi,lo,False,False,False,False
DXJDgC_j8QH,Namibia Nature Foundation,Carousel,10,coexistence_community_livelihoods,False,False,0,0.006795,-0.6934707932782062,0.5575365944493067,-1.2386055183950537,lo,hi,lo,False,False,False,False
DXG_Rg6gKjW,Namibia Nature Foundation,Carousel,14,policy_governance,False,False,0,0.008211,-1.8844547150106385,0.8765566936501313,-0.13599456239198435,lo,hi,mid,False,False,False,False
DXGuQgdClUM,Namibia Nature Foundation,Image,23,education_youth,False,False,0,0.014156,-1.709575435803773,0.8809389866386527,0.14712398262267937,lo,hi,mid,False,False,False,False
DRh9fYtF7oD,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,5,0.014551,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DWIr7PTE4-T,Namibia Nature Foundation,Image,-1,outlier_atypical,False,False,0,0.006229,-0.9996913858974935,1.8986396207195089,-1.1329112677530255,lo,hi,lo,False,False,False,False
DQkKY5FCLco,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,2,0.002846,-0.9898197664263845,0.14689357903426178,-1.1954386741073415,lo,mid,lo,False,False,False,False
DRnHDGCDVEp,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,1,0.01209,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXhaLKmlu0M,Ongava Game Reserve,Carousel,1,ecotourism_aesthetic,True,False,0,0.007293,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVDHgPFCJDL,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,0,0.008612,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DV3ClNUjpXi,Ongava Game Reserve,Carousel,1,ecotourism_aesthetic,True,False,0,0.004833,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWOMpv0ipjl,Gobabeb Research & Training Centre,Carousel,20,commemoration_awareness,False,False,0,0.041367,-1.7976936109875419,-0.08811237847378411,-0.8781939596238114,lo,mid,lo,True,False,False,False
DRjkb12glvq,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,7,0.020286,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DU5pU_UjQsQ,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,8,0.021822,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWYWQYjjZtc,Gobabeb Research & Training Centre,Carousel,17,research_dispatch,False,False,0,0.034173,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWa67ppjZEz,Gobabeb Research & Training Centre,Image,-1,outlier_atypical,False,False,0,0.060252,-0.9308668116835213,-0.5175878307227515,-0.9500074437053421,lo,mid,lo,False,False,False,False
DWipTbxDK8S,Gobabeb Research & Training Centre,Image,12,research_dispatch,False,False,0,0.038669,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWgIriWDQxg,Gobabeb Research & Training Centre,Carousel,19,research_dispatch,False,False,0,0.039568,0.39460672987528633,0.9821171366218168,-0.6675522311338361,hi,hi,lo,False,False,False,False
DWlOT-GDX6g,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,0,0.044065,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DVgC6V2ioa5,Gobabeb Research & Training Centre,Image,-1,outlier_atypical,False,True,3,0.044964,1.6693341386135576,1.5402020624401072,0.14436184166936764,hi,hi,mid,False,False,False,False
DVTDeXjjmMZ,Gobabeb Research & Training Centre,Image,19,research_dispatch,False,False,1,0.040468,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DU50x96jR1d,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,0,0.035971,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DVyESaDDdiT,Gobabeb Research & Training Centre,Carousel,-1,outlier_atypical,False,False,0,0.031475,0.44571633140779393,0.6706143238510328,-0.20500057792855111,hi,hi,mid,False,False,False,False
DVI864ZjNsa,Gobabeb Research & Training Centre,Image,17,research_dispatch,False,False,0,0.024281,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DVLjRgJDs5J,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,1,0.033273,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DR1lAl1DNyj,WWF Namibia,Carousel,31,species_spotlight_facts,False,False,0,0.010893,0.4646716157857046,2.9177331983127446,-0.8904135843955368,hi,hi,lo,False,False,False,False
DVtYmYXDoF9,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,0,0.035072,-0.6981530213536047,-1.2483699148045293,1.7363067082069512,lo,lo,hi,False,False,False,False
DRoh4CgjIdg,WWF Namibia,Image,11,org_update_identity,False,False,0,0.004357,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DV1DmH0CkLB,Gobabeb Research & Training Centre,Carousel,19,research_dispatch,False,False,0,0.036871,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DSSZ_zZjCkl,WWF Namibia,Image,23,education_youth,False,False,0,0.002801,-1.8925578068560636,0.8349880706056275,-1.164365376091808,lo,hi,lo,False,False,False,False
DSVAuMcDEaR,WWF Namibia,Carousel,5,species_spotlight_facts,False,False,0,0.009026,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,False
DVOUUsFiHNk,Namibia Nature Foundation,Carousel,27,research_dispatch,False,False,0,0.012174,-0.12299296712236407,-0.2825818732147056,-1.2672521581888723,mid,mid,lo,False,False,False,False
DVYvl7RiVL5,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,0,0.029676,-0.12299296712236407,-0.2825818732147056,-1.2672521581888723,mid,mid,lo,False,False,False,False
DRZpsCYDKQo,WWF Namibia,Carousel,-1,outlier_atypical,False,False,0,0.013072,-1.6098157471053987,1.4654228226510497,0.47663109940505327,lo,hi,hi,False,False,False,False
DU0iQhODA9h,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,False,0,0.015093,2.4766207655466883,2.075662414822509,-0.09680351848622652,hi,hi,mid,False,False,False,False
DRjpDiHjHFV,WWF Namibia,Carousel,23,education_youth,False,False,0,0.007158,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DVlOuZXjkcq,Gobabeb Research & Training Centre,Carousel,-1,outlier_atypical,False,False,0,0.054856,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DVOGgyQDCdJ,Gobabeb Research & Training Centre,Carousel,17,research_dispatch,False,False,0,0.035072,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DUi1DKFEswt,Cheetah Conservation Fund,Carousel,18,rescue_intervention,False,True,6,0.016596,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DVTacFEDDjq,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,0,0.006534,-0.7033424127493154,2.3092826361345535,-1.1760781120407375,lo,hi,lo,False,False,False,False
DRbhlL9jFj-,WWF Namibia,Carousel,0,coexistence_community_livelihoods,False,False,0,0.016807,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,True
DUamruyjIvp,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,5,0.022087,2.4766207655466883,2.075662414822509,-0.09680351848622652,hi,hi,mid,False,False,False,False
DU8Q-V6Eh8X,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,0,0.016013,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DVakVfSCFgS,Namibia Nature Foundation,Image,-1,outlier_atypical,False,False,0,0.011325,-1.7340795392634896,2.5218029709153718,-0.927884476352978,lo,hi,lo,True,False,False,True
DUq4ZLtj73l,Cheetah Conservation Fund,Video,28,org_update_identity,False,False,2,0.003708,1.3463583261828032,-0.06311356046343028,0.16034044786470233,hi,mid,mid,False,False,False,False
DVOQ3h4DCqP,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,2,0.011412,0.30784562585218955,1.9467862087457322,0.07464716609799092,mid,hi,mid,False,False,False,False
DVIvSh2jPbB,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,4,0.019786,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DU-1O9BCJ5U,Namibia Nature Foundation,Video,10,coexistence_community_livelihoods,True,False,0,0.009343,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DU_BedZDHK_,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,3,0.0127,0.8696331425345799,1.3655535129115726,-0.9062909330677156,hi,hi,lo,False,False,False,False
DUlJ-T9DMsS,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,3,0.01086,-0.5850207951063802,0.883134658631851,0.04319305775920833,mid,hi,mid,False,False,False,False
DVan0V-iFrF,Namibia Nature Foundation,Carousel,14,policy_governance,False,False,0,0.007361,-0.13286458659347317,1.4691641684705414,-1.2047247518345563,mid,hi,lo,False,False,False,False
DU-z_9ziHyK,Namibia Nature Foundation,Video,10,coexistence_community_livelihoods,True,False,0,0.00906,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DUVa739DPUG,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,0,0.012056,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,True
DTe7EkljNLD,WWF Namibia,Image,-1,outlier_atypical,False,False,0,0.00498,-1.8057967028329667,-0.12968100151828788,-1.9065647733236353,lo,mid,lo,False,False,False,False
DWB8QHqjWrn,Namibia Nature Foundation,Video,10,coexistence_community_livelihoods,False,False,0,0.011325,-1.2720517112794731,1.3560864390688154,-2.238329692301059,lo,hi,lo,False,False,False,False
DVdH45gAVk4,Namibia Nature Foundation,Image,6,policy_governance,False,False,0,0.003114,-0.13286458659347317,1.4691641684705414,-1.2047247518345563,mid,hi,lo,False,False,False,False
DUQkt2iDA7P,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,6,0.017578,-0.2695539821514203,1.2524757835098466,-1.9398958735342184,mid,hi,lo,False,False,False,False
DUGHK9qjPW3,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,True,8,0.040217,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DVslJUkiCXw,Namibia Nature Foundation,Carousel,6,policy_governance,False,False,0,0.012741,-0.5850207951063802,0.883134658631851,0.04319305775920833,mid,hi,mid,False,False,False,False
DUDUlzWDmzd,Ongava Game Reserve,Image,2,ecotourism_aesthetic,True,False,0,0.003076,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWGMzA5iEYq,Namibia Nature Foundation,Carousel,10,coexistence_community_livelihoods,False,False,0,0.005663,-0.1530008921341695,1.6196424707368946,0.3702735163198675,mid,hi,hi,False,False,False,False
DULC8MvjkTx,Ongava Game Reserve,Image,2,ecotourism_aesthetic,False,False,0,0.003691,-0.3903969105394846,0.5445180455648361,0.6588715910095791,mid,hi,hi,False,False,False,False
DUQMkcKCKzR,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,0,0.004921,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVqFzwkiKC1,Namibia Nature Foundation,Carousel,33,coexistence_community_livelihoods,False,False,2,0.039071,-0.6934707932782062,0.5575365944493067,-1.2386055183950537,lo,hi,lo,False,False,False,False
DQ33W_MDIWT,WWF Namibia,Image,6,policy_governance,False,False,0,0.003112,-0.9898197664263845,0.14689357903426178,-1.1954386741073415,lo,mid,lo,False,False,False,False
DQwc21VjCay,WWF Namibia,Carousel,14,policy_governance,False,False,0,0.007158,-0.5937111045798322,1.1420204304617037,-0.9090984016126795,mid,hi,lo,False,False,False,False
DTrtFpEjvQr,Ongava Game Reserve,Image,1,ecotourism_aesthetic,True,False,0,0.004042,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DSrIVS5jgIs,Ongava Game Reserve,Image,1,ecotourism_aesthetic,False,False,1,0.003251,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DT2qXbkDhAW,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.004657,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
