commenter,src_org,weight
C0923,oceanconservationnamibia,11
C0924,giraffe_conservation,1
C0925,oceanconservationnamibia,1
C0926,oceanconservationnamibia,1
C0927,oceanconservationnamibia,1
C0928,giraffe_conservation,1
C0929,ehranamibia,1
C0930,africat_foundation,2
C0931,naankuse_foundation,1
C0932,oceanconservationnamibia,1
C0933,oceanconservationnamibia,1
C0934,oceanconservationnamibia,1
C0935,africat_foundation,1
C0936,oceanconservationnamibia,1
C0937,ccfcheetah,1
C0938,africat_foundation,2
C0938,ehranamibia,1
C0938,ongavagamereserve,1
C0939,namyouthchamber,1
C0940,ehranamibia,2
C0941,oceanconservationnamibia,1
C0942,oceanconservationnamibia,4
C0943,ccfcheetah,2
C0944,giraffe_conservation,2
C0945,giraffe_conservation,2
C0946,gobabeb,1
C0947,savetherhinonamibia,1
C0948,ehranamibia,1
C0949,oceanconservationnamibia,4
C0950,ehranamibia,1
C0951,oceanconservationnamibia,1
C0952,giraffe_conservation,2
C0953,giraffe_conservation,1
C0954,oceanconservationnamibia,1
C0955,oceanconservationnamibia,1
C0956,ccfcheetah,1
C0957,oceanconservationnamibia,2
C0958,giraffe_conservation,1
C0959,oceanconservationnamibia,1
C0961,giraffe_conservation,1
C0962,giraffe_conservation,1
C0963,oceanconservationnamibia,1
C0964,oceanconservationnamibia,1
C0965,oceanconservationnamibia,1
C0966,oceanconservationnamibia,5
C0967,gobabeb,1
C0968,namyouthchamber,1
C0969,ccfcheetah,1
C0970,ehranamibia,1
C0971,africat_foundation,1
C0972,ehranamibia,1
C0973,ccfcheetah,1
C0974,giraffe_conservation,1
C0975,oceanconservationnamibia,1
C0976,oceanconservationnamibia,3
C0977,ehranamibia,2
C0977,giraffe_conservation,2
C0978,ccfcheetah,1
C0979,ongavagamereserve,1
C0980,oceanconservationnamibia,1
C0981,oceanconservationnamibia,1
C0982,oceanconservationnamibia,1
C0983,oceanconservationnamibia,3
C0984,oceanconservationnamibia,1
C0985,ccfcheetah,2
C0986,naankuse_foundation,2
C0987,oceanconservationnamibia,1
C0988,naankuse_foundation,1
C0989,oceanconservationnamibia,1
C0990,harnaswildlifefoundation,1
C0992,africat_foundation,1
C0993,oceanconservationnamibia,3
C0994,oceanconservationnamibia,1
C0995,oceanconservationnamibia,1
C0996,oceanconservationnamibia,1
C0997,giraffe_conservation,1
C0998,oceanconservationnamibia,1
C0999,ccfcheetah,1
C1000,ehranamibia,1
C1001,ehranamibia,1
C1002,oceanconservationnamibia,1
C1003,harnaswildlifefoundation,1
C1004,oceanconservationnamibia,3
C1005,oceanconservationnamibia,3
C1006,oceanconservationnamibia,3
C1007,oceanconservationnamibia,1
C1008,oceanconservationnamibia,1
C1009,oceanconservationnamibia,2
C1010,oceanconservationnamibia,1
C1011,africat_foundation,1
C1012,oceanconservationnamibia,1
C1013,naankuse_foundation,1
C1014,tosconamibia,2
C1015,oceanconservationnamibia,1
C1016,savetherhinonamibia,1
C1017,oceanconservationnamibia,2
C1018,ehranamibia,1
C1019,gobabeb,1
C1019,namibia_nature_foundation,1
C1020,oceanconservationnamibia,1
C1022,oceanconservationnamibia,1
C1023,savetherhinonamibia,2
C1024,ccfcheetah,1
C1025,giraffe_conservation,1
C1026,ccfcheetah,3
C1027,oceanconservationnamibia,1
C1028,oceanconservationnamibia,1
C1029,ccfcheetah,1
C1030,ehranamibia,1
C1031,giraffe_conservation,18
C1032,ccfcheetah,1
C1033,oceanconservationnamibia,8
C1034,africat_foundation,1
C1035,naankuse_foundation,1
C1036,ehranamibia,2
C1037,ehranamibia,1
C1038,naankuse_foundation,1
C1039,oceanconservationnamibia,1
C1040,oceanconservationnamibia,1
C1041,ehranamibia,1
C1042,ccfcheetah,1
C1043,ccfcheetah,2
C1044,giraffe_conservation,1
C1045,oceanconservationnamibia,1
C1046,oceanconservationnamibia,1
C1047,oceanconservationnamibia,1
C1048,ccfcheetah,1
C1049,savetherhinonamibia,1
C1051,ccfcheetah,1
C1052,oceanconservationnamibia,1
C1053,oceanconservationnamibia,1
C1054,tosconamibia,2
C1055,ccfcheetah,1
C1056,oceanconservationnamibia,5
C1057,ccfcheetah,1
C1058,ccfcheetah,3
C1059,oceanconservationnamibia,1
C1060,oceanconservationnamibia,1
C1061,ccfcheetah,1
C1062,oceanconservationnamibia,1
C1063,oceanconservationnamibia,1
C1064,ehranamibia,1
C1065,ccfcheetah,1
C1066,ehranamibia,1
C1067,giraffe_conservation,1
C1068,harnaswildlifefoundation,1
C1069,ehranamibia,1
C1070,savetherhinonamibia,1
C1071,oceanconservationnamibia,1
C1072,ccfcheetah,1
C1073,oceanconservationnamibia,1
C1074,oceanconservationnamibia,1
C1075,gobabeb,2
C1076,ehranamibia,1
C1077,giraffe_conservation,1
C1078,oceanconservationnamibia,1
C1079,ccfcheetah,1
C1080,ehranamibia,1
C1081,giraffe_conservation,1
C1082,oceanconservationnamibia,1
C1083,namyouthchamber,1
C1084,ehranamibia,1
C1085,ongavagamereserve,1
C1087,oceanconservationnamibia,6
C1088,ccfcheetah,1
C1089,africat_foundation,1
C1090,giraffe_conservation,1
C1091,oceanconservationnamibia,1
C1092,ehranamibia,1
C1093,oceanconservationnamibia,1
C1094,oceanconservationnamibia,1
C1095,ministry_of_environment_nam,1
C1096,ccfcheetah,1
C1097,oceanconservationnamibia,1
C1098,oceanconservationnamibia,2
C1099,ccfcheetah,3
C1100,africat_foundation,4
C1101,oceanconservationnamibia,1
C1102,oceanconservationnamibia,1
C1103,oceanconservationnamibia,1
C1105,oceanconservationnamibia,2
C1106,oceanconservationnamibia,1
C1107,oceanconservationnamibia,2
C1108,oceanconservationnamibia,2
C1109,oceanconservationnamibia,1
C1110,namyouthchamber,1
C1111,africat_foundation,1
C1112,giraffe_conservation,1
C1113,harnaswildlifefoundation,1
C1114,wwfnamibia,1
C1115,ccfcheetah,1
C1116,oceanconservationnamibia,9
C1118,ehranamibia,2
C1119,oceanconservationnamibia,2
C1120,oceanconservationnamibia,1
C1121,harnaswildlifefoundation,1
C1122,oceanconservationnamibia,1
C1123,oceanconservationnamibia,1
C1124,namibia_nature_foundation,1
C1125,oceanconservationnamibia,1
C1126,oceanconservationnamibia,1
C1127,ccfcheetah,1
C1128,oceanconservationnamibia,1
C1129,oceanconservationnamibia,1
C1130,naankuse_foundation,1
C1131,ccfcheetah,1
C1132,giraffe_conservation,2
C1133,savetherhinonamibia,1
C1134,oceanconservationnamibia,1
C1135,oceanconservationnamibia,1
C1136,ccfcheetah,1
C1137,naankuse_foundation,1
C1138,oceanconservationnamibia,1
C1139,africat_foundation,1
C1140,wwfnamibia,1
C1141,ongavagamereserve,1
C1142,ongavagamereserve,1
C1143,oceanconservationnamibia,1
C1144,giraffe_conservation,1
C1145,ccfcheetah,1
C1146,oceanconservationnamibia,3
C1147,ehranamibia,1
C1148,oceanconservationnamibia,1
C1150,naankuse_foundation,2
C1151,ehranamibia,2
C1152,harnaswildlifefoundation,1
C1153,naankuse_foundation,1
C1154,gobabeb,1
C1156,ccfcheetah,3
C1157,ccfcheetah,2
C1158,giraffe_conservation,1
C1159,ehranamibia,1
C1160,ccfcheetah,1
C1161,oceanconservationnamibia,2
C1162,oceanconservationnamibia,1
C1163,oceanconservationnamibia,1
C1164,oceanconservationnamibia,1
C1165,naankuse_foundation,1
C1166,oceanconservationnamibia,1
C1167,naankuse_foundation,1
C1168,oceanconservationnamibia,1
C1169,ongavagamereserve,1
C1170,oceanconservationnamibia,3
C1171,ehranamibia,1
C1172,giraffe_conservation,1
C1173,oceanconservationnamibia,1
C1174,oceanconservationnamibia,1
C1175,savetherhinonamibia,2
C1176,oceanconservationnamibia,1
C1177,ccfcheetah,1
C1178,africat_foundation,1
C1179,naankuse_foundation,1
C1180,giraffe_conservation,1
C1181,oceanconservationnamibia,2
C1182,savetherhinonamibia,1
C1183,giraffe_conservation,1
C1184,oceanconservationnamibia,1
C1185,oceanconservationnamibia,18
C1186,oceanconservationnamibia,3
C1187,ongavagamereserve,1
C1188,giraffe_conservation,1
C1189,oceanconservationnamibia,3
C1190,africat_foundation,2
C1191,oceanconservationnamibia,1
C1192,africat_foundation,1
C1193,africat_foundation,1
C1194,naankuse_foundation,1
C1195,wwfnamibia,1
C1196,harnaswildlifefoundation,1
C1197,oceanconservationnamibia,1
C1198,oceanconservationnamibia,1
C1199,africat_foundation,1
C1200,oceanconservationnamibia,1
C1201,oceanconservationnamibia,1
C1202,giraffe_conservation,1
C1203,ongavagamereserve,1
C1204,giraffe_conservation,1
C1205,oceanconservationnamibia,1
C1206,oceanconservationnamibia,1
C1207,ccfcheetah,2
C1208,oceanconservationnamibia,1
C1209,oceanconservationnamibia,1
C1210,ccfcheetah,1
C1211,oceanconservationnamibia,1
C1212,ehranamibia,2
C1212,tosconamibia,2
C1213,oceanconservationnamibia,2
C1214,oceanconservationnamibia,1
C1215,africat_foundation,1
C1216,ehranamibia,1
C1217,oceanconservationnamibia,1
C1218,oceanconservationnamibia,1
C1219,oceanconservationnamibia,4
C1220,oceanconservationnamibia,1
C1221,harnaswildlifefoundation,16
C1222,ehranamibia,1
C1223,youth4can_namibia,1
C1224,giraffe_conservation,1
C1226,oceanconservationnamibia,1
C1228,ministry_of_environment_nam,1
C1228,namibia_nature_foundation,1
C1229,giraffe_conservation,2
C1230,naankuse_foundation,1
C1231,ccfcheetah,5
C1232,tosconamibia,1
C1233,giraffe_conservation,1
C1234,ccfcheetah,1
C1235,oceanconservationnamibia,4
C1236,namyouthchamber,3
C1237,oceanconservationnamibia,1
C1238,oceanconservationnamibia,1
C1239,ccfcheetah,1
C1240,africat_foundation,1
C1241,ccfcheetah,1
C1243,oceanconservationnamibia,1
C1244,oceanconservationnamibia,1
C1245,oceanconservationnamibia,1
C1246,ehranamibia,1
C1247,oceanconservationnamibia,1
C1248,africat_foundation,1
C1249,africat_foundation,1
C1249,savetherhinonamibia,1
C1250,oceanconservationnamibia,1
C1251,africat_foundation,1
C1252,ongavagamereserve,1
C1253,oceanconservationnamibia,1
C1254,namyouthchamber,1
C1255,giraffe_conservation,1
C1256,oceanconservationnamibia,1
C1257,giraffe_conservation,1
C1258,savetherhinonamibia,1
C1259,ehranamibia,1
C1260,oceanconservationnamibia,1
C1262,harnaswildlifefoundation,1
C1263,ehranamibia,1
C1264,giraffe_conservation,1
C1265,oceanconservationnamibia,1
C1266,oceanconservationnamibia,1
C1267,oceanconservationnamibia,1
C1268,ccfcheetah,1
C1269,oceanconservationnamibia,1
C1270,ongavagamereserve,1
