Post_ID,hashtag,tag_class
DVlRHoTjUBR,sealrescues,community_other
DVlRHoTjUBR,plasticpollution,community_other
DVlRHoTjUBR,raisingawareness,community_other
DUUz0iRDln7,harnas,branded
DUUz0iRDln7,antipoaching,community_other
DUUz0iRDln7,conservationinaction,community_other
DVn1_0tkheU,ocn,community_other
DVn1_0tkheU,oceanconservation,branded
DVn1_0tkheU,sealrescues,community_other
DVn1_0tkheU,plasticpollution,community_other
DVn1_0tkheU,raisingawareness,community_other
DT16QUUjpHs,harnasguestfarm,branded
DT16QUUjpHs,poolsiderelaxation,community_other
DTw-cDsjg1M,harnaswildlife,branded
DTw-cDsjg1M,rhinoconservation,branded
DVJYXnKjRBg,africat,branded
DVJYXnKjRBg,research,community_other
DVJYXnKjRBg,leopard,community_other
DVJYXnKjRBg,okonjima,community_other
DVJYXnKjRBg,wildlifeconservation,community_other
DRpNNWuiEbq,nilaleg,community_other
DRpNNWuiEbq,meft,community_other
DRpNNWuiEbq,undpnamibia,branded
DXEHsmhjlft,savetherhinotrust,branded
DXEHsmhjlft,rhinoconservation,branded
DXEHsmhjlft,communityengagement,community_other
DS7ycYNDEFD,africat,branded
DS7ycYNDEFD,research,community_other
DS7ycYNDEFD,namibia,generic
DS7ycYNDEFD,okonjima,community_other
DS7ycYNDEFD,leopard,community_other
DS7ycYNDEFD,pangolin,community_other
DS7ycYNDEFD,brownhyena,community_other
DS7ycYNDEFD,wildlifeconservation,community_other
DWyg-oLjGQN,ocn,community_other
DWyg-oLjGQN,oceanconservation,branded
DWyg-oLjGQN,sealrescues,community_other
DWyg-oLjGQN,plasticpollution,community_other
DWyg-oLjGQN,raisingawareness,community_other
DWv8LJvlSEd,ocn,community_other
DWv8LJvlSEd,oceanconservation,branded
DWv8LJvlSEd,sealrescues,community_other
DWv8LJvlSEd,plasticpollution,community_other
DWv8LJvlSEd,raisingawareness,community_other
DUhrzlZjphA,lifelinecommunitygarden,community_other
DUhrzlZjphA,naankusefoundation,branded
DUhrzlZjphA,sustainableliving,community_other
DRpNB6jiCEl,wearetosco,branded
DRpNB6jiCEl,conservation,generic
DRpNB6jiCEl,sustainabletourism,community_other
DRpNB6jiCEl,namibia,generic
DRpNB6jiCEl,powerpointfail,community_other
